socks5://165.154.162.230:1080,BR,Unknown
socks4://45.6.101.98:4153,BR,Unknown
socks4://187.102.16.66:51327,BR,Unknown
socks4://200.14.57.4:4153,BR,Unknown
socks4://45.172.202.84:1080,BR,Unknown
http://134.65.238.25:3128,BR,Unknown
http://47.243.181.85:41799,BR,Unknown
http://47.243.181.85:41795,BR,Unknown
http://47.243.181.85:41797,BR,Unknown
http://47.243.181.85:41804,BR,Unknown
http://47.243.181.85:41803,BR,Unknown
http://201.149.100.32:8085,BR,Unknown
http://177.139.193.9:8080,BR,S?o Paulo
http://45.232.77.194:8085,BR,Unknown
http://168.196.214.187:80,BR,Ipia?
