socks5://152.53.171.242:20096,AU,Unknown
socks5://152.53.171.242:10109,AU,Unknown
socks5://152.53.171.242:31993,AU,Unknown
socks5://152.53.171.242:28255,AU,Unknown
socks5://152.53.171.242:21012,AU,Unknown
socks5://152.53.171.242:27535,AU,Unknown
socks5://152.53.171.242:20461,AU,Unknown
socks5://152.53.171.242:23838,AU,Unknown
socks5://152.53.171.242:23975,AU,Unknown
http://103.62.50.130:443,AU,Unknown
http://103.62.50.130:9443,AU,Unknown
http://114.111.151.41:443,AU,Unknown
http://170.64.211.242:3128,AU,Unknown
http://139.99.237.62:80,AU,Sydney
