socks5://49.0.26.183:1080,ID,Unknown
socks5://134.209.105.158:1080,ID,Unknown
socks4://103.88.169.106:33149,ID,Unknown
http://154.90.48.76:443,ID,Unknown
http://117.54.114.97:80,ID,Unknown
http://210.79.146.82:8085,ID,Unknown
http://103.171.255.188:8080,ID,Unknown
http://103.22.98.69:8080,ID,Unknown
http://36.95.245.7:8090,ID,Unknown
http://103.160.182.125:8080,ID,Unknown
http://103.152.238.179:1080,ID,Unknown
http://202.47.185.2:8080,ID,Unknown
http://103.220.23.57:3128,ID,Unknown
http://103.167.156.25:8083,ID,Unknown
http://103.158.97.196:8080,ID,Unknown
http://103.155.199.68:7777,ID,Unknown
http://154.19.38.195:1111,ID,Unknown
http://103.172.121.55:8080,ID,Unknown
http://36.88.141.105:8080,ID,Unknown
http://103.156.75.129:1111,ID,Unknown
http://160.19.16.148:8181,ID,Unknown
http://103.217.216.67:8000,ID,Unknown
http://103.122.1.61:8181,ID,Unknown
http://160.25.245.14:8090,ID,Unknown
http://103.139.99.202:8080,ID,Unknown
http://103.144.102.245:8080,ID,Unknown
http://103.156.96.240:8088,ID,Unknown
http://103.93.93.209:8089,ID,Unknown
http://103.249.19.173:10001,ID,Unknown
http://103.82.126.243:8080,ID,Unknown
http://103.167.169.22:8080,ID,Unknown
http://103.175.202.163:8090,ID,Unknown
http://103.93.93.100:8081,ID,Unknown
http://45.123.142.77:8181,ID,Unknown
http://157.10.192.4:8080,ID,Unknown
http://103.83.178.221:8080,ID,Unknown
http://103.179.180.134:8080,ID,Unknown
http://103.193.144.15:8080,ID,Unknown
http://103.156.233.57:8080,ID,Unknown
http://103.124.136.251:8080,ID,Unknown
http://103.229.164.178:3128,ID,Unknown
http://103.157.78.122:8090,ID,Unknown
http://103.171.150.205:8080,ID,Unknown
http://103.153.63.188:8080,ID,Unknown
http://103.68.214.136:8080,ID,Unknown
http://103.70.93.70:8989,ID,Unknown
http://103.231.203.234:8080,ID,Unknown
http://103.159.195.221:8080,ID,Unknown
http://203.190.117.84:8123,ID,Unknown
http://103.139.138.194:3128,ID,Unknown
http://103.195.65.166:7777,ID,Unknown
http://112.109.19.10:7777,ID,Unknown
http://203.175.103.9:3125,ID,Unknown
http://103.154.230.118:8090,ID,Unknown
http://113.11.179.52:8080,ID,Unknown
http://161.248.206.196:8080,ID,Unknown
http://122.248.45.54:8080,ID,Unknown
http://103.172.0.37:8181,ID,Unknown
http://103.178.21.104:3125,ID,Unknown
http://103.177.60.211:8080,ID,Unknown
http://157.20.207.67:1111,ID,Unknown
http://101.255.157.6:8080,ID,Unknown
http://202.57.25.217:8080,ID,Unknown
http://202.58.64.67:1111,ID,Unknown
http://114.9.55.102:1111,ID,Unknown
http://103.126.86.98:7777,ID,Unknown
http://103.88.91.103:8090,ID,Unknown
http://103.106.216.231:8097,ID,Unknown
http://103.166.159.227:8080,ID,
http://202.47.185.178:8085,ID,Jakarta
