socks5://69.61.200.104:36181,ZZ,Unknown
socks5://72.195.114.169:4145,ZZ,Unknown
socks5://72.195.34.42:4145,ZZ,Unknown
socks5://192.252.208.70:14282,ZZ,Unknown
socks5://72.195.34.35:27360,ZZ,Unknown
socks5://184.178.172.18:15280,ZZ,Unknown
socks5://184.178.172.23:4145,ZZ,Unknown
socks5://70.166.167.38:57728,ZZ,Unknown
socks5://198.8.94.174:39078,ZZ,Unknown
socks5://68.71.249.158:4145,US,Unknown
socks5://198.8.84.3:4145,ZZ,Unknown
socks5://67.201.59.70:4145,ZZ,Unknown
socks5://187.63.9.62:63253,BR,Unknown
socks5://103.189.218.83:6969,BD,Unknown
socks5://163.47.37.190:1080,BD,Unknown
socks5://185.210.85.26:56981,UA,Unknown
socks5://123.136.24.161:1080,BD,Unknown
socks5://103.189.218.85:6969,BD,Unknown
socks5://103.148.112.69:8199,ID,Unknown
socks5://103.239.200.226:11,PH,Unknown
socks5://93.184.4.37:1080,ZZ,Unknown
socks5://102.36.127.231:1080,ZA,Unknown
socks5://103.239.201.50:58765,PH,Unknown
socks5://202.65.127.194:1080,ID,Unknown
socks5://121.169.46.116:1090,KR,Osan
socks5://45.115.112.142:11011,BD,
socks5://103.180.123.111:1080,ID,Unknown
socks5://152.53.171.242:10481,US,Unknown
socks5://103.147.246.77:8199,ID,Unknown
socks5://152.53.171.242:57745,GB,Unknown
socks5://47.243.94.125:1080,HK,Unknown
socks5://45.61.188.134:44499,US,Unknown
socks5://203.25.208.163:1100,CN,Unknown
socks5://152.53.171.242:28077,DE,Unknown
socks5://103.136.107.70:1080,BD,Unknown
socks5://203.189.135.105:1080,KH,Unknown
socks5://174.138.61.184:1080,US,Clifton
socks5://203.189.135.14:1080,KH,Unknown
socks5://203.189.154.200:1080,KH,Unknown
socks5://203.189.156.249:1080,KH,Unknown
socks5://203.189.158.218:1080,KH,Unknown
socks5://203.189.151.19:1080,KH,Unknown
socks5://203.189.152.141:1080,KH,Unknown
socks5://203.189.153.170:1080,KH,Unknown
socks5://193.233.254.8:1080,DE,Unknown
