http://8.219.97.248:80,ZZ,Unknown
http://47.56.110.204:8989,ZZ,Unknown
http://203.19.38.114:1080,CN,
http://117.54.114.102:80,ID,Unknown
http://46.35.9.110:80,FR,Unknown
http://123.30.154.171:7777,VN,
http://103.118.46.174:8080,KH,Unknown
http://154.65.39.7:80,SN,Unknown
http://117.54.114.97:80,ID,Unknown
http://203.81.75.202:8080,ZZ,Unknown
http://221.231.13.198:1080,CN,
http://103.118.46.61:8080,KH,
http://31.148.207.153:80,UA,Unknown
http://103.216.50.11:8080,KH,Unknown
http://8.209.255.13:3128,JP,Tokyo
http://47.91.65.23:3128,DE,Frankfurt am Main
http://93.180.221.205:8080,IQ,Unknown
http://122.116.125.115:8888,TW,Unknown
http://84.39.112.144:3128,ZZ,Unknown
http://97.74.87.226:80,SG,Singapore
http://122.54.147.110:8082,PH,Unknown
http://103.172.42.81:8080,ID,Unknown
http://177.234.247.234:999,EC,Unknown
http://203.81.67.22:8080,ZZ,Unknown
http://93.171.157.249:8080,UA,Unknown
http://37.140.51.159:80,RU,Unknown
http://142.93.202.130:3128,US,North Bergen
http://113.108.13.120:8083,CN,
http://103.106.112.166:1234,ID,Unknown
http://183.109.79.187:80,KR,Yeongdeungpo-gu
http://47.176.240.250:4228,US,Unknown
http://159.65.230.46:8888,US,North Bergen
http://202.73.25.90:8080,ID,Unknown
http://119.93.64.216:8082,PH,Unknown
http://190.7.138.78:8080,CO,Unknown
http://209.14.98.5:8080,CO,Unknown
http://47.56.110.204:8990,HK,Unknown
http://109.127.82.4:8085,IQ,Unknown
http://91.241.217.58:9090,UA,Unknown
http://83.168.74.163:8080,PL,Unknown
http://212.127.95.235:8081,PL,Wroclaw
http://182.155.254.159:80,TW,Unknown
http://109.95.220.45:8080,RU,Unknown
http://203.175.126.229:8080,ID,Unknown
http://38.156.73.154:8080,ZZ,Unknown
http://47.74.226.8:5001,ZZ,Unknown
http://38.194.251.246:999,MX,Unknown
http://188.191.165.159:8080,RU,Unknown
http://103.171.255.188:8080,ID,Unknown
http://139.135.141.12:8095,PH,Unknown
http://81.169.213.169:8888,ZZ,Unknown
http://203.95.199.7:8080,KH,Unknown
http://200.114.81.219:8080,AR,Unknown
http://31.10.83.158:8080,RU,Unknown
http://96.30.79.84:8081,TH,Unknown
http://103.169.132.58:8085,ID,Unknown
http://79.110.200.27:8000,PL,Unknown
http://103.51.205.168:8080,ID,Unknown
http://157.20.252.30:8080,ID,Unknown
http://177.234.217.42:999,EC,Unknown
http://154.0.14.116:3128,ZA,Johannesburg
http://177.234.217.44:999,EC,Unknown
http://91.236.74.10:8080,GR,Unknown
http://157.125.220.80:8080,GB,Unknown
http://38.3.162.129:999,CL,Unknown
http://191.252.204.220:8080,BR,Unknown
http://38.194.246.34:999,MX,Unknown
http://20.27.14.220:8561,JP,Unknown
http://20.78.118.91:8561,JP,Unknown
http://181.174.231.30:9992,CO,Unknown
http://103.10.55.137:8664,BD,Unknown
http://45.115.113.182:4334,BD,Unknown
http://8.213.151.128:3128,KR,Unknown
http://47.243.92.199:3128,HK,Hong Kong
http://47.91.104.88:3128,AE,Dubai
http://177.234.217.45:999,EC,Unknown
http://190.120.252.174:999,VE,Unknown
http://103.156.17.158:8818,ID,Unknown
http://36.95.245.7:8090,ID,Unknown
http://47.89.184.18:3128,US,
http://222.127.55.155:8082,PH,Unknown
http://103.156.14.26:8080,ID,Unknown
http://20.78.26.206:8561,JP,Unknown
